#routeId	sign	shape	departs	stops
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,09:02:00,5;124,09:18:00,5;124,09:34:00,5;124,09:56:00,5;124,10:25:00,5;124,10:55:00,5;124,11:25:00,5;124,09:02:00,3;124,09:18:00,3;124,09:34:00,3;124,09:56:00,3;124,10:25:00,3;124,10:55:00,3;124,11:25:00,3;124,09:02:00,1;124,09:18:00,1;124,09:34:00,1;124,09:56:00,1;124,10:25:00,1;124,10:55:00,1;124,11:25:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,401,;101693,469,;101694,540,;101695,606,;101696,897,;101697,960,;101699,1077,;103013,1200,;101703,1271,;101705,1342,;101707,1422,;101709,1494,;101711,1572,;101712,1614,;101713,1684,;101714,1740,;101740,1860,;103081,1907,;104532,1950,;101742,1986,;103063,2021,;103537,2042,;101729,2188,;101730,2212,;101731,2269,;101732,2340,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,11:55:00,5;124,12:25:00,5;124,12:55:00,5;124,13:22:00,5;124,11:55:00,3;124,12:25:00,3;124,12:55:00,3;124,13:22:00,3;124,11:55:00,1;124,12:25:00,1;124,12:55:00,1;124,13:22:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,401,;101693,469,;101694,540,;101695,616,;101696,948,;101697,1020,;101699,1137,;103013,1260,;101703,1338,;101705,1418,;101707,1507,;101709,1586,;101711,1673,;101712,1720,;101713,1798,;101714,1860,;101740,1980,;103081,2032,;104532,2081,;101742,2122,;103063,2161,;103537,2185,;101729,2349,;101730,2376,;101731,2440,;101732,2520,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,13:46:00,5;124,13:46:00,3;124,13:46:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,401,;101693,469,;101694,540,;101695,616,;101696,948,;101697,1020,;101699,1137,;103013,1260,;101703,1346,;101705,1434,;101707,1532,;101709,1619,;101711,1715,;101712,1766,;101713,1851,;101714,1920,;101740,2040,;103081,2092,;104532,2141,;101742,2182,;103063,2221,;103537,2245,;101729,2409,;101730,2436,;101731,2500,;101732,2580,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,14:10:00,5;124,14:34:00,5;124,14:54:00,5;124,15:13:00,5;124,15:31:00,5;124,15:49:00,5;124,14:10:00,3;124,14:34:00,3;124,14:54:00,3;124,15:13:00,3;124,15:31:00,3;124,15:49:00,3;124,14:10:00,1;124,14:34:00,1;124,14:54:00,1;124,15:13:00,1;124,15:31:00,1;124,15:49:00,1	100723,0,;100080,118,;104085,202,;101691,300,;101692,426,;101693,512,;101694,600,;101695,695,;101696,1110,;101697,1200,;101699,1317,;103013,1440,;101703,1526,;101705,1614,;101707,1712,;101709,1799,;101711,1895,;101712,1946,;101713,2031,;101714,2100,;101740,2220,;103081,2272,;104532,2321,;101742,2362,;103063,2401,;103537,2425,;101729,2589,;101730,2616,;101731,2680,;101732,2760,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,16:08:00,5;124,16:08:00,3;124,16:08:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,486,;101693,572,;101694,660,;101695,773,;101696,1272,;101697,1380,;101699,1526,;103013,1680,;101703,1774,;101705,1870,;101707,1977,;101709,2072,;101711,2176,;101712,2232,;101713,2325,;101714,2400,;101740,2520,;103081,2572,;104532,2621,;101742,2662,;103063,2701,;103537,2725,;101729,2889,;101730,2916,;101731,2980,;101732,3060,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,16:27:00,5;124,16:45:00,5;124,17:03:00,5;124,17:21:00,5;124,16:27:00,3;124,16:45:00,3;124,17:03:00,3;124,17:21:00,3;124,16:27:00,1;124,16:45:00,1;124,17:03:00,1;124,17:21:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,486,;101693,572,;101694,660,;101695,783,;101696,1324,;101697,1440,;101699,1586,;103013,1740,;101703,1834,;101705,1930,;101707,2037,;101709,2132,;101711,2236,;101712,2292,;101713,2385,;101714,2460,;101740,2580,;103081,2632,;104532,2681,;101742,2722,;103063,2761,;103537,2785,;101729,2949,;101730,2976,;101731,3040,;101732,3120,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,17:39:00,5;124,17:39:00,3;124,17:39:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,486,;101693,572,;101694,660,;101695,783,;101696,1324,;101697,1440,;101699,1557,;103013,1680,;101703,1766,;101705,1854,;101707,1952,;101709,2039,;101711,2135,;101712,2186,;101713,2271,;101714,2340,;101740,2460,;103081,2512,;104532,2561,;101742,2602,;103063,2641,;103537,2665,;101729,2829,;101730,2856,;101731,2920,;101732,3000,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,17:57:00,5;124,17:57:00,3;124,17:57:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,486,;101693,572,;101694,660,;101695,755,;101696,1170,;101697,1260,;101699,1377,;103013,1500,;101703,1586,;101705,1674,;101707,1772,;101709,1859,;101711,1955,;101712,2006,;101713,2091,;101714,2160,;101740,2280,;103081,2332,;104532,2381,;101742,2422,;103063,2461,;103537,2485,;101729,2649,;101730,2676,;101731,2740,;101732,2820,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,18:15:00,5;124,18:15:00,3;124,18:15:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,486,;101693,572,;101694,660,;101695,755,;101696,1170,;101697,1260,;101699,1377,;103013,1500,;101703,1578,;101705,1658,;101707,1747,;101709,1826,;101711,1913,;101712,1960,;101713,2038,;101714,2100,;101740,2220,;103081,2272,;104532,2321,;101742,2362,;103063,2401,;103537,2425,;101729,2589,;101730,2616,;101731,2680,;101732,2760,
BX26	CO-OP CITY EARHART LANE via ALLERTON AV	BX260292	124,18:35:00,5;124,18:59:00,5;124,18:35:00,3;124,18:59:00,3;124,18:35:00,1;124,18:59:00,1	100723,0,;100080,142,;104085,242,;101691,360,;101692,461,;101693,529,;101694,600,;101695,676,;101696,1008,;101697,1080,;101699,1197,;103013,1320,;101703,1398,;101705,1478,;101707,1567,;101709,1646,;101711,1733,;101712,1780,;101713,1858,;101714,1920,;101740,2040,;103081,2092,;104532,2141,;101742,2182,;103063,2221,;103537,2245,;101729,2409,;101730,2436,;101731,2500,;101732,2580,
